7C380900-1B96-4615-978E-89E02E2C89D0,DebugDriverDxe
A6885402-D022-4B0E-A509-4711B90F2A39,ReportStatusCodeRouterSmm
9C7CCB02-9154-4864-9E4B-DC0487E37660,DhcpDummyDxe
93B80003-9FB3-11D4-9A3A-0090273FC14D,IsaSerialDxe
8B786703-E8C7-4BEA-8F07-CDF991B90999,AmdPspDxeV2
93B80004-9FB3-11D4-9A3A-0090273FC14D,PciBusDxe
310B3904-0728-4977-A90C-06B8ECD85A9F,BootOptionService
25075106-F537-4BD4-AFA5-CFF0E6F3B2A6,AmdFabricRvDxe
CA515306-00CE-4032-874E-11B755FF6866,DataHubStdErrDxe
64E6D006-E62A-481E-8F5A-3F76C9184741,AmdSmmCommunication
79CA4208-BBA1-4A9A-8456-E1E66A81484E,Legacy8259
9ECA2609-8E03-4A42-B6F8-40F78B37A112,RtkUndiDxe330ARRDriver
6AD37609-A9F9-4587-9023-7820E10F5B7A,HiiLayoutPkgDxe
50E22E0A-4103-9999-9BE0-AA8CECBCE694,AmdRasApeiDxe
42857F0A-13F2-4B21-8A23-53D3F714B840,CapsuleRuntimeDxe
A428AD0A-5034-4E37-8F9D-DB2CE72A59B3,L05SmbiosOverride
D2B6C80A-FAFE-4512-835D-50D136540AAA,MultiConfigUpdateDxe
0541150C-E33B-4DAF-A263-02E4BB4BF1CF,SecurityErrorHandlingDxe
45424D0C-E6AF-4AF2-AD99-FA77168742D1,SmartTimer
BF89F10D-B205-474F-96E3-7A7BB1B4A407,VgaClassDxe
202A2B0E-9A31-4812-B291-8747DF152439,Ps2MouseDxe
BDFE430E-8F2A-4DB0-9991-6F856594777E,EhciDxe
D62E660E-6561-45DB-A838-8609BBA5FF37,Cf9Reset
30AF4110-A58E-4EF7-8C75-B725939B3B9F,AmdCpmDisplayFeatureSmm
356C2B12-3124-4451-BF66-B502D88A0074,XhciDxe
73F53712-2A64-4B86-961D-C25B63DF198C,AmdNbioIOMMURVDxe
CB933912-DF8F-4305-B1F9-7B44FA11395C,AcpiPlatform
A3527D16-E6CC-42F5-BADB-BF3DE177742B,UsbCbiDxe
9FF8B917-D14C-4A43-9314-123DA3960AD6,AmdMemAm4Dxe
94734718-0BBC-47FB-96A5-EE7A5AE6A2AD,Dhcp4Dxe
27BEDA18-AE2B-43C2-AF6B-74952441DE28,MonitorKeyDxe
79E4A61C-ED73-4312-94FE-E3E7563362A9,PrintDxe
6169AB1C-B05F-4D9C-AFEA-192911E41CE2,AmdPspSmmV2
8A97B11E-EE8E-11E2-B664-047D7B99E097,AcpiOverride
4FB2CE1F-1A3A-42E3-BD0C-7B84F954189A,AcpiCallbacksSmm
A5683620-7998-4BB2-A377-1C1E31E1E215,TcgDxe
FC5C7020-1A48-4198-9BE2-EAD5ABC8CF2F,BdsDxe
8B48D921-54F7-11E4-9FF3-047D7B99E097,WirelessDeviceSupportDxe
2B872B22-6C11-4DFD-994A-96BC13920A43,fTPMTcg2Smm
38A0EC22-FBE7-4911-8BC1-176E0D6C1DBD,IsaAcpi
52A9B223-FAB8-4A24-AEA6-461A59BD3F33,AmdSmbiosDxe
6B1AB225-2E47-4A61-8FF5-B8EA42EE3EA8,SecureFlashDxe
94E24C26-80FA-427D-80FB-E374E9E9BF85,Dhcp6Dxe
CCCB0C28-4B24-11D5-9A5A-0090273FC14D,GraphicsConsoleDxe
13BEAD28-488D-9112-5B0E-40B67EDD800C,AmdRasSmm
F7119829-314A-4E7F-8853-44AA79A7CB43,PspFactoryReset
4CA0062A-66FE-4BE7-ACE6-FDE992C1C5EC,ChgBootSmm
94EDD12A-419B-447F-9434-9B3B70783903,DxePlatform
B0C2372B-9393-4CBC-9CAF-53913C9DCE29,FlashDeviceFvbRuntimeDxe
5479662B-6AE4-49E8-A6BD-6DE4B625811F,KeyboardDxe
29D40F30-E8BF-4803-88A6-4247A29A5318,AmdVersionDxe
ABFE2830-855B-4A98-94D6-EEB23D1EBF45,AmdIdsDebugPrintDxe
8C8B0335-5545-4E07-A76F-4865365B441A,LfcSmm
6F960C35-FFED-4778-99A1-4D998CE519B9,AmdNbioSmuV10Dxe
33FB3535-F15E-4C17-B303-5EB94595ECB6,SmmLockBox
B981A835-6EE8-4F4C-AE0B-210AA0BFBF01,RngDxe
CC1BAA36-11EB-45CC-9ADC-7565E273AC70,PnpSmm
A368D636-4C77-4B50-AAE8-F99E2DA40440,PnpRuntimeDxe
ED769C37-F526-444A-8D70-249BEFF04948,L05UpdateSlp20
BC05DC37-9DA0-4050-9728-F34DDB01E200,BiosRegionLockEntry
BC05DC37-9DA0-4050-9728-F34DDB01E301,SpiLockSmi
F1C50D3A-58E4-4104-9176-00CDF8BC4BB2,H2ODisplayEngineLocalTextDxe
12CBFC3A-7ABC-49C6-B65A-E91062355A9A,LfcProjectSmm
396E583B-D2DD-45F6-86E8-119885777CDE,AtaLegacySmm
FDFF263D-5F68-4591-87BA-B768F445A9AF,Tcg2Dxe
2D6BB83D-84A2-404A-B4CA-3E7AC0EFB3D2,BootOptionPolicyDxe
4759E93E-8F44-448F-88A1-BD97FC47BEA5,AmdPspP2CmboxV2
3D2F8940-A850-4543-B294-9B0BD0E750C7,HstiDxe
40BEAB40-CECE-4909-B133-20A413AE19E9,CpuMpDxe
C0C64D42-E3D9-4D20-865D-A3DB750F91D6,LenovoVariableDxe
F9D88642-0737-49BC-81B5-6889CD57D9EA,SmbiosDxe
8C439043-85CA-467A-96F1-CB14F4D0DCDA,LegacyRegionDxe
77509744-7507-4B5C-BF6C-3BAB83652F4D,BctBaseSmmRV
42FCB444-B881-49D8-A6E9-5A1695FC9F3E,SysPassword
B273CC44-E62A-41DC-9CAD-BDB4235459D8,UnicodeCollationDxe
30AF1245-A58E-4EF7-8C75-B725939B3B9F,AmdCpmInitSmm
38D51B46-D275-475C-A951-80A7E1CF38B1,AmdCpmSensorFusionDxe
28374747-76FF-41B3-9740-381EFAEF13BC,PspPlatform
69FD8E47-A161-4550-B01A-5594CEB2B2B2,IdeBusDxe
6903A447-CB4F-45F6-89A2-7E7E2F9EE14C,InstallMsdm
5853694A-467F-4464-BBF9-0C971A74CB36,L05UefiDriveIdentification
71032D4B-4B91-4EC1-AD53-81827FB43108,AmdCpmGpioInitDxe
5795654E-E6C7-4A7F-B835-5E0D93074FA6,LenovoVariableSmm
760F874E-B8CB-405E-AA32-A46AE2F3D680,VariableDefaultUpdate
98C5594F-9759-11E2-9F93-047D7B99E097,SecureBootService
48959D4F-4574-470E-AA4C-CF144D1C1678,InstallVerbtableDxe
53BCC14F-C24F-434C-B294-8ED2D4CC1860,DataHubDxe
2E85FC4F-7050-4F09-9C5D-9A5DD01D3CB5,LegacyToEfiSmm
